code.rfl,Database,Crop,Crop_Water,Database_Water,orderData,SEV_cond,orderBox,PRIn
1453,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.03012232
1454,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.034140468
1455,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.018674572
1519,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.016337655
1520,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.036306418
1521,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.026797375
1522,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.02785991
1523,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.023792966
1524,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.025033212
1525,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.006329447
1526,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.036218357
1540,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.020361061
1541,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.029606366
1542,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.019932123
1544,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.016734925
1545,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.030096202
1546,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.022172603
1547,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.009314995
1548,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.007685645
A.2,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.014560226
A.3,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.009559892
A.4,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.03724413
A.5,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.024855609
A.6,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.030187266
A.7,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.000974344
A.8,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.020783048
A.9,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.014377639
A.10,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.00097876
A.11,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.002266879
A.12,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.002566552
A.13,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.013928616
A.14,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.013578428
A.15,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.002619641
A.16,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.012270729
A.17,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.014936627
A.18,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.014129436
A.19,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.013684485
A.20,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.017906674
A.21,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.027591815
A.22,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.038254696
A.23,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.024971837
A.24,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.025703411
A.25,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.01763815
A.26,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.023608822
A.27,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.025508048
A.28,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.01363319
A.29,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.029452239
A.30,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.019130873
A.31,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.023580059
A.32,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.03809277
A.33,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.02561491
A.34,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.019984793
A.35,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.026465972
A.36,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.012029596
A.37,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.027206264
A.38,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.025897208
A.39,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.027931916
A.40,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.022504366
A.41,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.011231902
A.42,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.023757774
A.43,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.027616586
A.44,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.029253432
A.45,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.017073027
A.46,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.023220077
A.47,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.014425774
A.48,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.016788731
A.49,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.012510412
A.50,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.033639743
A.51,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.023831891
A.52,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.033813232
A.53,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.029108001
A.54,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.025235294
A.55,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.029535878
A.56,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.024591724
A.57,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.035274176
A.58,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.028009005
A.59,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.022454309
A.60,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.031165897
A.61,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.032363367
A.62,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.037710031
A.63,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.022956307
A.64,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.008568167
A.65,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.026352879
A.66,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.023895966
A.3,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.042257128
A.4,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.077441322
A.5,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.071133762
A.6,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.085362926
A.7,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.074635451
A.8,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.053595136
A.9,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.067444845
A.10,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.036879199
A.11,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.0456656
A.12,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.170975745
A.13,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.112568729
A.14,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.057467659
A.15,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.098448032
A.16,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.063110806
A.17,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.092134626
A.18,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.076278669
A.66,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.009128133
A.67,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.018545086
A.68,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.008078558
A.69,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.020756512
A.70,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.010686199
A.71,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.015429768
A.72,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.004832169
A.73,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007861458
A.74,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.001842772
A.75,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.006919324
A.76,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.00830807
A.77,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.00231083
A.78,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.02750356
A.79,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.016919324
A.80,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.069936223
A.81,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.013095183
A.82,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.000974524
A.83,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.002249053
A.84,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.043167283
A.85,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.008056849
A.86,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.001598851
A.87,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.465866453
A.88,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.246392669
A.89,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.324914213
A.90,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.015978988
A.91,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.015403724
A.92,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007458159
A.93,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.016216753
A.94,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.017880402
A.95,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.004177634
A.96,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.045052173
A.97,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.001393871
A.98,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.0262977
A.99,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.004822459
A.100,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.009199063
A.101,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007337035
A.102,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014050307
A.103,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.025798163
A.104,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.004559682
A.105,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.008642367
A.106,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.003000056
A.124,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.012513353
A.125,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.029140585
A.126,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.004754977
A.127,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.001643372
A.128,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.001895419
A.129,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.035311804
A.130,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.035616672
A.131,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.013499383
A.132,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.001302208
A.133,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.019414462
A.134,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.005438676
A.135,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.000771279
A.136,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.002629207
A.137,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.023365612
A.138,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.008930664
A.139,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.001892648
A.140,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.018780641
A.141,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.05417358
A.142,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.012326634
A.143,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.000354306
A.144,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.025833537
A.145,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.010208547
A.146,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.002775974
A.2,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.081416025
A.3,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.039899803
A.4,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.006490443
A.5,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.072317068
A.6,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.01160272
A.7,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.017554033
A.8,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.071672716
A.9,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.033807695
A.10,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.047903941
A.11,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.092407136
A.12,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.086875924
A.13,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.031029724
A.14,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.00301983
A.15,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.026844007
A.16,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.013533984
A.17,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014350835
A.18,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.001811721
A.19,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.011791512
A.20,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.020789022
A.21,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.021365681
A.22,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.024636772
A.23,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.022654697
A.24,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.013502841
A.25,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.031589512
A.26,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.009084263
A.27,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.010962533
A.28,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.013740029
A.29,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.022307755
A.30,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.000293595
A.31,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.00201533
A.32,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.067775631
A.33,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.044335032
A.34,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.062705338
A.35,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.05654154
A.36,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.023673645
A.54,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.020939538
A.55,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.020373649
A.56,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.027852519
A.57,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.031980405
A.58,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.021308287
A.59,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.047669149
A.60,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.037014953
A.61,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.012384775
A.62,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.035841271
A.63,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.012677279
A.64,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.019467305
A.65,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007455639
A.66,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.010584122
A.67,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.01611432
A.68,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.004995092
A.69,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.017475693
A.70,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.004004298
A.71,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.030273462
A.72,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.017947447
A.73,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007840544
A.74,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.51904551
A.94,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.012619702
A.95,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007149603
A.96,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.009495758
A.97,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.077648721
A.98,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007590175
A.99,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007575094
A.100,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.032119095
A.101,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.101063987
A.102,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.008773451
A.103,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.034994959
A.104,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.004095721
A.105,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.020683107
A.106,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.00593286
A.107,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.020396446
A.108,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.011036233
A.109,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.033141745
A.110,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.013149472
A.111,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.024146361
A.112,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.019381016
A.113,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.02295783
A.114,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.005454433
A.115,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.010177344
A.116,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.002466012
A.117,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.047649121
A.118,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.006536851
A.119,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.028671235
A.120,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.017968011
A.121,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.006535651
A.122,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.020181663
A.123,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.009667118
A.124,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.016997845
A.125,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.023942703
A.126,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.00771441
A.127,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.051793047
A.128,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.041813769
A.129,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.082509712
A.130,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.008356542
A.131,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.023160099
A.132,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.015515409
A.133,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.000766619
A.134,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.011199461
A.135,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.008815959
A.136,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.005825214
A.137,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.006397931
